id,type,context,text,display_author,source,reference,is_exact,attribution_mode,weight,active,source_url,notes
marian_034,marian_scripture,parish_delivery,El Magníficat recuerda que todo viene de Dios.,Inspirado en la Escritura,Lucas,"Lc 1,46-55",false,paraphrase,4,true,,"Usar como cita bíblica exacta solo si is_exact=true; si no, mostrar como inspiración/paráfrasis con referencia."
marian_035,marian_scripture,expense_registered,La ofrenda humilde también cuenta ante Dios.,Inspirado en la Escritura,Lucas,"Lc 2,22-24",false,paraphrase,4,true,,"Usar como cita bíblica exacta solo si is_exact=true; si no, mostrar como inspiración/paráfrasis con referencia."
marian_036,marian_scripture,payment_registered,Caná enseña a confiar antes de ver el milagro.,Inspirado en la Escritura,Juan,"Jn 2,1-11",false,paraphrase,4,true,,"Usar como cita bíblica exacta solo si is_exact=true; si no, mostrar como inspiración/paráfrasis con referencia."
marian_037,marian_scripture,delivery_registered,La caridad de María se mueve sin demora.,Inspirado en la Escritura,Lucas,"Lc 1,39",false,paraphrase,4,true,,"Usar como cita bíblica exacta solo si is_exact=true; si no, mostrar como inspiración/paráfrasis con referencia."
marian_038,marian_scripture,home,El corazón de María sabe esperar en silencio.,Inspirado en la Escritura,Lucas,"Lc 2,19",false,paraphrase,4,true,,"Usar como cita bíblica exacta solo si is_exact=true; si no, mostrar como inspiración/paráfrasis con referencia."
marian_039,marian_scripture,general,María es madre en el orden de la gracia.,Inspirado en la Escritura,Juan / tradición católica,"Jn 19,26-27",false,paraphrase,4,true,,"Usar como cita bíblica exacta solo si is_exact=true; si no, mostrar como inspiración/paráfrasis con referencia."
marian_040,marian_scripture,order_created,Todo pedido puede comenzar con un pequeño fiat.,Inspirado en la Escritura,Lucas,"Lc 1,38",false,paraphrase,4,true,,"Usar como cita bíblica exacta solo si is_exact=true; si no, mostrar como inspiración/paráfrasis con referencia."
marian_041,marian_scripture,parish_delivery,Entregar a la parroquia también puede ser Magníficat.,Inspirado en la Escritura,Lucas,"Lc 1,46-55",false,paraphrase,4,true,,"Usar como cita bíblica exacta solo si is_exact=true; si no, mostrar como inspiración/paráfrasis con referencia."
marian_042,marian_scripture,payment_registered,Lo justo y lo limpio también honran a María.,Inspirado en la Escritura,Juan,"Jn 2,5",false,inspired,4,true,,"Usar como cita bíblica exacta solo si is_exact=true; si no, mostrar como inspiración/paráfrasis con referencia."
marian_043,marian_scripture,delivery_registered,Cada entrega puede llevar un poco de Jesús.,Inspirado en la Escritura,Lucas,"Lc 1,39-45",false,paraphrase,4,true,,"Usar como cita bíblica exacta solo si is_exact=true; si no, mostrar como inspiración/paráfrasis con referencia."
marian_044,marian_scripture,home,María no se queda en sí misma: sale al encuentro.,Inspirado en la Escritura,Lucas,"Lc 1,39",false,paraphrase,4,true,,"Usar como cita bíblica exacta solo si is_exact=true; si no, mostrar como inspiración/paráfrasis con referencia."
marian_045,marian_scripture,expense_registered,La sencillez de Nazaret enseña sobriedad.,Inspirado en la Escritura,Lucas,"Lc 2,39-40",false,paraphrase,4,true,,"Usar como cita bíblica exacta solo si is_exact=true; si no, mostrar como inspiración/paráfrasis con referencia."
marian_046,marian_scripture,general,La Madre permanece cuando otros huyen.,Inspirado en la Escritura,Juan,"Jn 19,25",false,paraphrase,4,true,,"Usar como cita bíblica exacta solo si is_exact=true; si no, mostrar como inspiración/paráfrasis con referencia."
marian_047,marian_scripture,parish_delivery,El servicio humilde canta la grandeza del Señor.,Inspirado en la Escritura,Lucas,"Lc 1,46-48",false,paraphrase,4,true,,"Usar como cita bíblica exacta solo si is_exact=true; si no, mostrar como inspiración/paráfrasis con referencia."
marian_048,marian_scripture,order_created,"Antes del fruto visible, está la fe del sí.",Inspirado en la Escritura,Lucas,"Lc 1,38",false,paraphrase,4,true,,"Usar como cita bíblica exacta solo si is_exact=true; si no, mostrar como inspiración/paráfrasis con referencia."
marian_049,marian_scripture,delivery_registered,"Visitar, llevar, ayudar: también eso es evangelio.",Inspirado en la Escritura,Lucas,"Lc 1,39-45",false,paraphrase,4,true,,"Usar como cita bíblica exacta solo si is_exact=true; si no, mostrar como inspiración/paráfrasis con referencia."
marian_050,marian_scripture,home,María enseña a escuchar antes de actuar.,Inspirado en la Escritura,Lucas,"Lc 1,29; 2,19",false,paraphrase,4,true,,"Usar como cita bíblica exacta solo si is_exact=true; si no, mostrar como inspiración/paráfrasis con referencia."
marian_051,marian_scripture,payment_registered,El vino nuevo de Caná nace de la confianza.,Inspirado en la Escritura,Juan,"Jn 2,1-11",false,paraphrase,4,true,,"Usar como cita bíblica exacta solo si is_exact=true; si no, mostrar como inspiración/paráfrasis con referencia."
marian_052,marian_scripture,general,"Donde está María, el corazón aprende a mirar a Jesús.",Inspirado en la Escritura,Juan,"Jn 2,5",false,paraphrase,4,true,,"Usar como cita bíblica exacta solo si is_exact=true; si no, mostrar como inspiración/paráfrasis con referencia."
marian_053,marian_scripture,parish_delivery,La caridad parroquial también puede ser una visitación.,Inspirado en la Escritura,Lucas,"Lc 1,39-45",false,paraphrase,4,true,,"Usar como cita bíblica exacta solo si is_exact=true; si no, mostrar como inspiración/paráfrasis con referencia."
marian_054,marian_scripture,order_created,Una casa sencilla puede recibir la alegría de Dios.,Inspirado en la Escritura,Lucas,"Lc 1,40-44",false,paraphrase,4,true,,"Usar como cita bíblica exacta solo si is_exact=true; si no, mostrar como inspiración/paráfrasis con referencia."
marian_055,marian_scripture,home,El sí pequeño de hoy también importa.,Inspirado en la Escritura,Lucas,"Lc 1,38",false,inspired,4,true,,"Usar como cita bíblica exacta solo si is_exact=true; si no, mostrar como inspiración/paráfrasis con referencia."
scripture_001,scripture,general,Dios ama al que da con alegría.,Inspirado en la Escritura,2 Corintios,"2 Co 9,7",false,paraphrase,4,true,,Paráfrasis bíblica salvo is_exact=true.
scripture_002,scripture,parish_delivery,Hay más alegría en dar que en recibir.,Inspirado en la Escritura,Hechos,"Hch 20,35",false,paraphrase,4,true,,Paráfrasis bíblica salvo is_exact=true.
scripture_003,scripture,order_created,"Todo lo que hagan, háganlo de corazón.",Inspirado en la Escritura,Colosenses,"Col 3,23",false,paraphrase,4,true,,Paráfrasis bíblica salvo is_exact=true.
scripture_004,scripture,delivery_registered,El que es fiel en lo poco también lo es en lo mucho.,Inspirado en la Escritura,Lucas,"Lc 16,10",false,paraphrase,4,true,,Paráfrasis bíblica salvo is_exact=true.
scripture_005,scripture,payment_registered,Que todo se haga con decoro y orden.,Inspirado en la Escritura,1 Corintios,"1 Co 14,40",false,paraphrase,4,true,,Paráfrasis bíblica salvo is_exact=true.
scripture_006,scripture,expense_registered,El administrador fiel cuida lo recibido.,Inspirado en la Escritura,Lucas,"Lc 12,42",false,paraphrase,4,true,,Paráfrasis bíblica salvo is_exact=true.
scripture_007,scripture,home,Busquen primero el Reino de Dios.,Inspirado en la Escritura,Mateo,"Mt 6,33",false,paraphrase,4,true,,Paráfrasis bíblica salvo is_exact=true.
scripture_008,scripture,general,La caridad no pasa nunca.,Sagrada Escritura,1 Corintios,"1 Co 13,8",true,exact,4,true,,Paráfrasis bíblica salvo is_exact=true.
scripture_009,scripture,order_created,"Si no tengo amor, nada soy.",Inspirado en la Escritura,1 Corintios,"1 Co 13,2",false,paraphrase,4,true,,Paráfrasis bíblica salvo is_exact=true.
scripture_010,scripture,delivery_registered,"Lo que hicieron a uno de estos pequeños, a mí me lo hicieron.",Inspirado en la Escritura,Mateo,"Mt 25,40",false,paraphrase,4,true,,Paráfrasis bíblica salvo is_exact=true.
scripture_011,scripture,parish_delivery,"Donde está tu tesoro, allí estará tu corazón.",Inspirado en la Escritura,Mateo,"Mt 6,21",false,paraphrase,4,true,,Paráfrasis bíblica salvo is_exact=true.
scripture_012,scripture,payment_registered,Den al César lo que es del César y a Dios lo que es de Dios.,Inspirado en la Escritura,Marcos,"Mc 12,17",false,paraphrase,4,true,,Paráfrasis bíblica salvo is_exact=true.
scripture_013,scripture,home,El Señor es mi pastor.,Sagrada Escritura,Salmos,"Sal 23,1",true,exact,4,true,,Paráfrasis bíblica salvo is_exact=true.
scripture_014,scripture,general,Mi gracia te basta.,Inspirado en la Escritura,2 Corintios,"2 Co 12,9",false,paraphrase,4,true,,Paráfrasis bíblica salvo is_exact=true.
scripture_015,scripture,expense_registered,El pan cotidiano también se recibe con gratitud.,Inspirado en la Escritura,Mateo,"Mt 6,11",false,paraphrase,4,true,,Paráfrasis bíblica salvo is_exact=true.
scripture_016,scripture,order_created,Cinco panes pequeños pueden alimentar a muchos.,Inspirado en la Escritura,Juan,"Jn 6,1-13",false,paraphrase,4,true,,Paráfrasis bíblica salvo is_exact=true.
scripture_017,scripture,delivery_registered,Denles ustedes de comer.,Inspirado en la Escritura,Mateo,"Mt 14,16",false,paraphrase,4,true,,Paráfrasis bíblica salvo is_exact=true.
scripture_018,scripture,parish_delivery,El que siembra generosamente cosechará generosamente.,Inspirado en la Escritura,2 Corintios,"2 Co 9,6",false,paraphrase,4,true,,Paráfrasis bíblica salvo is_exact=true.
scripture_019,scripture,home,La lámpara se enciende para alumbrar.,Inspirado en la Escritura,Mateo,"Mt 5,15",false,paraphrase,4,true,,Paráfrasis bíblica salvo is_exact=true.
scripture_020,scripture,general,Permanezcan en mi amor.,Inspirado en la Escritura,Juan,"Jn 15,9",false,paraphrase,4,true,,Paráfrasis bíblica salvo is_exact=true.
scripture_021,scripture,payment_registered,La verdad en lo pequeño guarda la paz.,Inspirado en la Escritura,Lucas,"Lc 16,10",false,paraphrase,4,true,,Paráfrasis bíblica salvo is_exact=true.
scripture_022,scripture,expense_registered,No acumulen tesoros en la tierra.,Inspirado en la Escritura,Mateo,"Mt 6,19",false,paraphrase,4,true,,Paráfrasis bíblica salvo is_exact=true.
scripture_023,scripture,order_created,El Reino empieza como una semilla pequeña.,Inspirado en la Escritura,Mateo,"Mt 13,31-32",false,paraphrase,4,true,,Paráfrasis bíblica salvo is_exact=true.
scripture_024,scripture,delivery_registered,El buen samaritano se detuvo y cuidó.,Inspirado en la Escritura,Lucas,"Lc 10,33-35",false,paraphrase,4,true,,Paráfrasis bíblica salvo is_exact=true.
scripture_025,scripture,parish_delivery,Cada uno dé según decidió en su corazón.,Inspirado en la Escritura,2 Corintios,"2 Co 9,7",false,paraphrase,4,true,,Paráfrasis bíblica salvo is_exact=true.
scripture_026,scripture,home,El Señor renueva las fuerzas del que espera.,Inspirado en la Escritura,Isaías,"Is 40,31",false,paraphrase,4,true,,Paráfrasis bíblica salvo is_exact=true.
scripture_027,scripture,general,El amor es paciente y servicial.,Inspirado en la Escritura,1 Corintios,"1 Co 13,4",false,paraphrase,4,true,,Paráfrasis bíblica salvo is_exact=true.
scripture_028,scripture,payment_registered,La justicia y la paz se besan.,Inspirado en la Escritura,Salmos,"Sal 85,11",false,paraphrase,4,true,,Paráfrasis bíblica salvo is_exact=true.
scripture_029,scripture,expense_registered,El corazón libre usa los bienes para amar.,Inspirado en la Escritura,Mateo,"Mt 6,24",false,paraphrase,4,true,,Paráfrasis bíblica salvo is_exact=true.
scripture_030,scripture,order_created,"El que recibe a un pequeño, recibe a Cristo.",Inspirado en la Escritura,Mateo,"Mt 18,5",false,paraphrase,4,true,,Paráfrasis bíblica salvo is_exact=true.
scripture_031,scripture,delivery_registered,Alégrense con los que se alegran.,Inspirado en la Escritura,Romanos,"Rm 12,15",false,paraphrase,4,true,,Paráfrasis bíblica salvo is_exact=true.
scripture_032,scripture,parish_delivery,Compartir con sencillez alegra a la comunidad.,Inspirado en la Escritura,Hechos,"Hch 2,44-47",false,paraphrase,4,true,,Paráfrasis bíblica salvo is_exact=true.
scripture_033,scripture,home,Este es el día que hizo el Señor.,Inspirado en la Escritura,Salmos,"Sal 118,24",false,paraphrase,4,true,,Paráfrasis bíblica salvo is_exact=true.
scripture_034,scripture,general,El amor cubre multitud de faltas.,Inspirado en la Escritura,1 Pedro,"1 Pe 4,8",false,paraphrase,4,true,,Paráfrasis bíblica salvo is_exact=true.
scripture_035,scripture,payment_registered,El salario justo también es respeto.,Inspirado en la Escritura,Santiago,"St 5,4",false,paraphrase,4,true,,Paráfrasis bíblica salvo is_exact=true.
scripture_036,scripture,expense_registered,La prudencia cuida lo que Dios confía.,Inspirado en la Escritura,Proverbios,"Pr 21,20",false,paraphrase,4,true,,Paráfrasis bíblica salvo is_exact=true.
scripture_037,scripture,order_created,La levadura pequeña fermenta toda la masa.,Inspirado en la Escritura,Mateo,"Mt 13,33",false,paraphrase,4,true,,Paráfrasis bíblica salvo is_exact=true.
scripture_038,scripture,delivery_registered,Que su luz brille delante de los hombres.,Inspirado en la Escritura,Mateo,"Mt 5,16",false,paraphrase,4,true,,Paráfrasis bíblica salvo is_exact=true.
scripture_039,scripture,parish_delivery,El Señor mira el corazón del que da.,Inspirado en la Escritura,1 Samuel / Evangelio,"1 Sm 16,7; Mc 12,41-44",false,paraphrase,4,true,,Paráfrasis bíblica salvo is_exact=true.
scripture_040,scripture,home,Vengan a mí los que están cansados.,Inspirado en la Escritura,Mateo,"Mt 11,28",false,paraphrase,4,true,,Paráfrasis bíblica salvo is_exact=true.
scripture_041,scripture,general,"El fruto del Espíritu es amor, alegría y paz.",Inspirado en la Escritura,Gálatas,"Ga 5,22",false,paraphrase,4,true,,Paráfrasis bíblica salvo is_exact=true.
scripture_042,scripture,payment_registered,La paz acompaña al corazón recto.,Inspirado en la Escritura,Salmos,"Sal 37,37",false,paraphrase,4,true,,Paráfrasis bíblica salvo is_exact=true.
scripture_043,scripture,expense_registered,El orden ayuda a servir sin ansiedad.,Inspirado en la Escritura,1 Corintios,"1 Co 14,40",false,paraphrase,4,true,,Paráfrasis bíblica salvo is_exact=true.
scripture_044,scripture,order_created,Quien da un vaso de agua no pierde su recompensa.,Inspirado en la Escritura,Mateo,"Mt 10,42",false,paraphrase,4,true,,Paráfrasis bíblica salvo is_exact=true.
scripture_045,scripture,delivery_registered,La fe actúa por la caridad.,Inspirado en la Escritura,Gálatas,"Ga 5,6",false,paraphrase,4,true,,Paráfrasis bíblica salvo is_exact=true.
scripture_046,scripture,parish_delivery,El pobre ofrecimiento puede ser grande ante Dios.,Inspirado en la Escritura,Marcos,"Mc 12,41-44",false,paraphrase,4,true,,Paráfrasis bíblica salvo is_exact=true.
scripture_047,scripture,home,"No temas, porque yo estoy contigo.",Inspirado en la Escritura,Isaías,"Is 41,10",false,paraphrase,4,true,,Paráfrasis bíblica salvo is_exact=true.
scripture_048,scripture,general,Todo coopera para el bien de los que aman a Dios.,Inspirado en la Escritura,Romanos,"Rm 8,28",false,paraphrase,4,true,,Paráfrasis bíblica salvo is_exact=true.
scripture_049,scripture,order_created,La cosecha empieza con una semilla fiel.,Inspirado en la Escritura,Gálatas,"Ga 6,9",false,paraphrase,4,true,,Paráfrasis bíblica salvo is_exact=true.
scripture_050,scripture,delivery_registered,Hagan el bien sin cansarse.,Inspirado en la Escritura,Gálatas,"Ga 6,9",false,paraphrase,4,true,,Paráfrasis bíblica salvo is_exact=true.
inspired_001,inspired_service,home,Que esta jornada empiece como una flor para María.,Inspirado,Frase original para Flores de María,,false,inspired,3,true,,"Frase devocional original, no atribuir a santos ni a la Biblia."
inspired_002,inspired_service,home,Hoy también se puede servir con dulzura.,Inspirado,Frase original para Flores de María,,false,inspired,3,true,,"Frase devocional original, no atribuir a santos ni a la Biblia."
inspired_003,inspired_service,home,"Lo pequeño, hecho con amor, no es pequeño.",Inspirado,Frase original para Flores de María,,false,inspired,3,true,,"Frase devocional original, no atribuir a santos ni a la Biblia."
inspired_004,inspired_service,home,Una app ordenada también puede ayudar a amar mejor.,Inspirado,Frase original para Flores de María,,false,inspired,3,true,,"Frase devocional original, no atribuir a santos ni a la Biblia."
inspired_005,inspired_service,home,Que cada pedido encuentre manos alegres.,Inspirado,Frase original para Flores de María,,false,inspired,3,true,,"Frase devocional original, no atribuir a santos ni a la Biblia."
inspired_006,inspired_service,home,El trabajo silencioso sostiene cosas grandes.,Inspirado,Frase original para Flores de María,,false,inspired,3,true,,"Frase devocional original, no atribuir a santos ni a la Biblia."
inspired_007,inspired_service,home,María sonríe sobre el servicio humilde.,Inspirado,Frase original para Flores de María,,false,inspired,3,true,,"Frase devocional original, no atribuir a santos ni a la Biblia."
inspired_008,inspired_service,home,"Que hoy todo sea sencillo, limpio y ofrecido.",Inspirado,Frase original para Flores de María,,false,inspired,3,true,,"Frase devocional original, no atribuir a santos ni a la Biblia."
inspired_009,inspired_service,home,Una flor escondida también embellece el altar.,Inspirado,Frase original para Flores de María,,false,inspired,3,true,,"Frase devocional original, no atribuir a santos ni a la Biblia."
inspired_010,inspired_service,home,Empezar con paz ya es una gracia.,Inspirado,Frase original para Flores de María,,false,inspired,3,true,,"Frase devocional original, no atribuir a santos ni a la Biblia."
inspired_011,inspired_service,order_created,Este pedido puede ser una pequeña flor para María.,Inspirado,Frase original para Flores de María,,false,inspired,3,true,,"Frase devocional original, no atribuir a santos ni a la Biblia."
inspired_012,inspired_service,order_created,Una caja preparada con cariño también evangeliza.,Inspirado,Frase original para Flores de María,,false,inspired,3,true,,"Frase devocional original, no atribuir a santos ni a la Biblia."
inspired_013,inspired_service,order_created,Que este pedido llegue con dulzura y alegría.,Inspirado,Frase original para Flores de María,,false,inspired,3,true,,"Frase devocional original, no atribuir a santos ni a la Biblia."
inspired_014,inspired_service,order_created,Cada brigadeiro puede llevar un poco de amor.,Inspirado,Frase original para Flores de María,,false,inspired,3,true,,"Frase devocional original, no atribuir a santos ni a la Biblia."
inspired_015,inspired_service,order_created,Anotar bien también es cuidar bien.,Inspirado,Frase original para Flores de María,,false,inspired,3,true,,"Frase devocional original, no atribuir a santos ni a la Biblia."
inspired_016,inspired_service,order_created,El amor se nota en los detalles.,Inspirado,Frase original para Flores de María,,false,inspired,3,true,,"Frase devocional original, no atribuir a santos ni a la Biblia."
inspired_017,inspired_service,order_created,Que este trabajo ayude a la parroquia a florecer.,Inspirado,Frase original para Flores de María,,false,inspired,3,true,,"Frase devocional original, no atribuir a santos ni a la Biblia."
inspired_018,inspired_service,order_created,Una venta justa puede ser servicio verdadero.,Inspirado,Frase original para Flores de María,,false,inspired,3,true,,"Frase devocional original, no atribuir a santos ni a la Biblia."
inspired_019,inspired_service,order_created,Preparar con amor es ofrecer antes de entregar.,Inspirado,Frase original para Flores de María,,false,inspired,3,true,,"Frase devocional original, no atribuir a santos ni a la Biblia."
inspired_020,inspired_service,order_created,Dios bendiga las manos que trabajan con alegría.,Inspirado,Frase original para Flores de María,,false,inspired,3,true,,"Frase devocional original, no atribuir a santos ni a la Biblia."
inspired_021,inspired_service,delivery_registered,"Entrega hecha, flor ofrecida.",Inspirado,Frase original para Flores de María,,false,inspired,3,true,,"Frase devocional original, no atribuir a santos ni a la Biblia."
inspired_022,inspired_service,delivery_registered,Que quien reciba esto también reciba alegría.,Inspirado,Frase original para Flores de María,,false,inspired,3,true,,"Frase devocional original, no atribuir a santos ni a la Biblia."
inspired_023,inspired_service,delivery_registered,Llegar a tiempo también es caridad.,Inspirado,Frase original para Flores de María,,false,inspired,3,true,,"Frase devocional original, no atribuir a santos ni a la Biblia."
inspired_024,inspired_service,delivery_registered,La dulzura entregada con amor da fruto.,Inspirado,Frase original para Flores de María,,false,inspired,3,true,,"Frase devocional original, no atribuir a santos ni a la Biblia."
inspired_025,inspired_service,delivery_registered,Una entrega completa también puede ser un acto de amor.,Inspirado,Frase original para Flores de María,,false,inspired,3,true,,"Frase devocional original, no atribuir a santos ni a la Biblia."
inspired_026,inspired_service,delivery_registered,Servir bien es cuidar el corazón del otro.,Inspirado,Frase original para Flores de María,,false,inspired,3,true,,"Frase devocional original, no atribuir a santos ni a la Biblia."
inspired_027,inspired_service,delivery_registered,Cada entrega ordenada ayuda a que la misión crezca.,Inspirado,Frase original para Flores de María,,false,inspired,3,true,,"Frase devocional original, no atribuir a santos ni a la Biblia."
inspired_028,inspired_service,delivery_registered,Lo que se entrega con cariño deja perfume.,Inspirado,Frase original para Flores de María,,false,inspired,3,true,,"Frase devocional original, no atribuir a santos ni a la Biblia."
inspired_029,inspired_service,delivery_registered,Que esta entrega sea bendición para quien la recibe.,Inspirado,Frase original para Flores de María,,false,inspired,3,true,,"Frase devocional original, no atribuir a santos ni a la Biblia."
inspired_030,inspired_service,delivery_registered,La alegría también viaja en una caja pequeña.,Inspirado,Frase original para Flores de María,,false,inspired,3,true,,"Frase devocional original, no atribuir a santos ni a la Biblia."
inspired_031,inspired_service,payment_registered,"Cobro registrado, misión cuidada.",Inspirado,Frase original para Flores de María,,false,inspired,3,true,,"Frase devocional original, no atribuir a santos ni a la Biblia."
inspired_032,inspired_service,payment_registered,La claridad también es una forma de paz.,Inspirado,Frase original para Flores de María,,false,inspired,3,true,,"Frase devocional original, no atribuir a santos ni a la Biblia."
inspired_033,inspired_service,payment_registered,Administrar bien permite servir mejor.,Inspirado,Frase original para Flores de María,,false,inspired,3,true,,"Frase devocional original, no atribuir a santos ni a la Biblia."
inspired_034,inspired_service,payment_registered,La caja ordenada ayuda a que la caridad sea concreta.,Inspirado,Frase original para Flores de María,,false,inspired,3,true,,"Frase devocional original, no atribuir a santos ni a la Biblia."
inspired_035,inspired_service,payment_registered,Cada peso claro honra el trabajo y la misión.,Inspirado,Frase original para Flores de María,,false,inspired,3,true,,"Frase devocional original, no atribuir a santos ni a la Biblia."
inspired_036,inspired_service,payment_registered,La honestidad también puede perfumar como una flor.,Inspirado,Frase original para Flores de María,,false,inspired,3,true,,"Frase devocional original, no atribuir a santos ni a la Biblia."
inspired_037,inspired_service,payment_registered,Que este ingreso se transforme en bien para la parroquia.,Inspirado,Frase original para Flores de María,,false,inspired,3,true,,"Frase devocional original, no atribuir a santos ni a la Biblia."
inspired_038,inspired_service,payment_registered,La transparencia protege la alegría de servir.,Inspirado,Frase original para Flores de María,,false,inspired,3,true,,"Frase devocional original, no atribuir a santos ni a la Biblia."
inspired_039,inspired_service,payment_registered,Lo cobrado con justicia puede volver como bendición.,Inspirado,Frase original para Flores de María,,false,inspired,3,true,,"Frase devocional original, no atribuir a santos ni a la Biblia."
inspired_040,inspired_service,payment_registered,Cuidar el dinero de la misión también es responsabilidad.,Inspirado,Frase original para Flores de María,,false,inspired,3,true,,"Frase devocional original, no atribuir a santos ni a la Biblia."
inspired_041,inspired_service,expense_registered,"Gasto registrado, misión cuidada.",Inspirado,Frase original para Flores de María,,false,inspired,3,true,,"Frase devocional original, no atribuir a santos ni a la Biblia."
inspired_042,inspired_service,expense_registered,También comprar bien puede ser servir bien.,Inspirado,Frase original para Flores de María,,false,inspired,3,true,,"Frase devocional original, no atribuir a santos ni a la Biblia."
inspired_043,inspired_service,expense_registered,La prudencia hace fecundo el esfuerzo.,Inspirado,Frase original para Flores de María,,false,inspired,3,true,,"Frase devocional original, no atribuir a santos ni a la Biblia."
inspired_044,inspired_service,expense_registered,El orden pequeño evita preocupaciones grandes.,Inspirado,Frase original para Flores de María,,false,inspired,3,true,,"Frase devocional original, no atribuir a santos ni a la Biblia."
inspired_045,inspired_service,expense_registered,Un comprobante guardado también cuida la confianza.,Inspirado,Frase original para Flores de María,,false,inspired,3,true,,"Frase devocional original, no atribuir a santos ni a la Biblia."
inspired_046,inspired_service,expense_registered,La sobriedad deja más espacio a la caridad.,Inspirado,Frase original para Flores de María,,false,inspired,3,true,,"Frase devocional original, no atribuir a santos ni a la Biblia."
inspired_047,inspired_service,expense_registered,Cada gasto claro ayuda a custodiar la misión.,Inspirado,Frase original para Flores de María,,false,inspired,3,true,,"Frase devocional original, no atribuir a santos ni a la Biblia."
inspired_048,inspired_service,expense_registered,Administrar con cuidado es amar con inteligencia.,Inspirado,Frase original para Flores de María,,false,inspired,3,true,,"Frase devocional original, no atribuir a santos ni a la Biblia."
inspired_049,inspired_service,expense_registered,Lo simple y transparente da paz.,Inspirado,Frase original para Flores de María,,false,inspired,3,true,,"Frase devocional original, no atribuir a santos ni a la Biblia."
inspired_050,inspired_service,expense_registered,La economía ordenada también puede servir a Dios.,Inspirado,Frase original para Flores de María,,false,inspired,3,true,,"Frase devocional original, no atribuir a santos ni a la Biblia."
inspired_051,inspired_service,parish_delivery,Entrega a la parroquia registrada: que dé mucho fruto.,Inspirado,Frase original para Flores de María,,false,inspired,3,true,,"Frase devocional original, no atribuir a santos ni a la Biblia."
inspired_052,inspired_service,parish_delivery,Esta entrega es una flor puesta a los pies de María.,Inspirado,Frase original para Flores de María,,false,inspired,3,true,,"Frase devocional original, no atribuir a santos ni a la Biblia."
inspired_053,inspired_service,parish_delivery,Que lo reunido con amor vuelva multiplicado en gracia.,Inspirado,Frase original para Flores de María,,false,inspired,3,true,,"Frase devocional original, no atribuir a santos ni a la Biblia."
inspired_054,inspired_service,parish_delivery,Cada aporte sostiene una obra que no siempre se ve.,Inspirado,Frase original para Flores de María,,false,inspired,3,true,,"Frase devocional original, no atribuir a santos ni a la Biblia."
inspired_055,inspired_service,parish_delivery,Una parroquia florece con muchos sí pequeños.,Inspirado,Frase original para Flores de María,,false,inspired,3,true,,"Frase devocional original, no atribuir a santos ni a la Biblia."
inspired_056,inspired_service,parish_delivery,Que esta entrega ayude a servir más y mejor.,Inspirado,Frase original para Flores de María,,false,inspired,3,true,,"Frase devocional original, no atribuir a santos ni a la Biblia."
inspired_057,inspired_service,parish_delivery,Lo que se da para Dios nunca se pierde.,Inspirado,Frase original para Flores de María,,false,inspired,3,true,,"Frase devocional original, no atribuir a santos ni a la Biblia."
inspired_058,inspired_service,parish_delivery,Gracias por cuidar esta pequeña misión.,Inspirado,Frase original para Flores de María,,false,inspired,3,true,,"Frase devocional original, no atribuir a santos ni a la Biblia."
inspired_059,inspired_service,parish_delivery,Que esta flor llegue al altar con alegría.,Inspirado,Frase original para Flores de María,,false,inspired,3,true,,"Frase devocional original, no atribuir a santos ni a la Biblia."
inspired_060,inspired_service,parish_delivery,El bien hecho en comunidad tiene perfume de cielo.,Inspirado,Frase original para Flores de María,,false,inspired,3,true,,"Frase devocional original, no atribuir a santos ni a la Biblia."
inspired_061,inspired_service,general,La dulzura también puede ser apostolado.,Inspirado,Frase original para Flores de María,,false,inspired,3,true,,"Frase devocional original, no atribuir a santos ni a la Biblia."
inspired_062,inspired_service,general,La belleza sencilla ordena el corazón.,Inspirado,Frase original para Flores de María,,false,inspired,3,true,,"Frase devocional original, no atribuir a santos ni a la Biblia."
inspired_063,inspired_service,general,Un trabajo pequeño puede tener horizonte eterno.,Inspirado,Frase original para Flores de María,,false,inspired,3,true,,"Frase devocional original, no atribuir a santos ni a la Biblia."
inspired_064,inspired_service,general,"La caridad necesita manos, planilla y corazón.",Inspirado,Frase original para Flores de María,,false,inspired,3,true,,"Frase devocional original, no atribuir a santos ni a la Biblia."
inspired_065,inspired_service,general,Que nada se haga por vanidad y todo por amor.,Inspirado,Frase original para Flores de María,,false,inspired,3,true,,"Frase devocional original, no atribuir a santos ni a la Biblia."
inspired_066,inspired_service,general,"Donde hay orden, la paz trabaja mejor.",Inspirado,Frase original para Flores de María,,false,inspired,3,true,,"Frase devocional original, no atribuir a santos ni a la Biblia."
inspired_067,inspired_service,general,María acompaña las tareas escondidas.,Inspirado,Frase original para Flores de María,,false,inspired,3,true,,"Frase devocional original, no atribuir a santos ni a la Biblia."
inspired_068,inspired_service,general,La misión se construye con pequeñas fidelidades.,Inspirado,Frase original para Flores de María,,false,inspired,3,true,,"Frase devocional original, no atribuir a santos ni a la Biblia."
inspired_069,inspired_service,general,La alegría humilde llega lejos.,Inspirado,Frase original para Flores de María,,false,inspired,3,true,,"Frase devocional original, no atribuir a santos ni a la Biblia."
inspired_070,inspired_service,general,Cada día trae una flor posible.,Inspirado,Frase original para Flores de María,,false,inspired,3,true,,"Frase devocional original, no atribuir a santos ni a la Biblia."
